Giá nhà,Địa chỉ,Diện tích,Số phòng ngủ,Tổng số tầng,Loại hình nhà ở,Giấy tờ pháp lý,url
"3,93 tỷ","Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",44 m²,2 phòng,2,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110730418.htm
850 triệu,"Đường Hoàng Diệu 2, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110812203.htm
20 tỷ,"Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",250 m²,4 phòng,2,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/108194360.htm
"3,2 tỷ","Huỳnh Khương An, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",36 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110812173.htm#px=SR-special_display_ad-[PO-3][PL-default]
"3,93 tỷ","Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",44 m²,2 phòng,2,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110730418.htm
"3,3 tỷ","Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",43.2 m²,2 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109097999.htm
"1,89 tỷ","Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",58 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110812166.htm
"3,9 tỷ","Đường Số 475, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",40 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110672062.htm
"1,19 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110513215.htm
"3,2 tỷ","Bàn Cờ, Phường 3, Quận 3, Tp Hồ Chí Minh",40 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110812150.htm
"4,55 tỷ","Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",61 m²,4 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109473970.htm
"6,9 tỷ","Đường Số 33, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",60 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110812141.htm#px=SR-special_display_ad-[PO-9][PL-default]
"31,5 tỷ","Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",434 m²,4 phòng,3,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/104323649.htm
52 tỷ,"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",300 m²,1 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110812124.htm
"3,95 tỷ","26/75 A, Đường Trần Quý Cáp, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",54 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/93467793.htm
"2,35 tỷ","Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",40 m²,4 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/107804695.htm
"7,45 tỷ","Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",60 m²,5 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/107853933.htm
"4,15 tỷ","72, Hẻm 74 Liên khu 16-18, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",72 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/108111006.htm
12 tỷ,"Đs 9. Lê Đức  Thọ P16, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",160 m²,5 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110581470.htm
24 tỷ,"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",240 m²,3 phòng,2,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/104321632.htm
"2,98 tỷ","6, thoại ngọc hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",16 m²,3 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110198345.htm
"1,7 tỷ","Thạnh Xuân 46, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",26.24 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/108975762.htm
12 tỷ,"Vạn Kiếp, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",72 m²,5 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110709898.htm
"3,15 tỷ","77, Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",32 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110189420.htm
"15,5 tỷ","Đường Lê Trực, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",165 m²,3 phòng,2,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110252071.htm
890 triệu,"Đường Gò Dưa, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110812092.htm
"2,75 tỷ","83, Liên khu 10-11, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",34 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/108974517.htm
"8,9 tỷ","Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",78 m²,4 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110707548.htm
870 triệu,"Đường Hiệp Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",64 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110812070.htm
"1,1 tỷ","Đường Hàn Hải Nguyên, Phường 8, Quận 11, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/110513319.htm
"2,35 tỷ","Lê thị ngay, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",120 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/110812064.htm
"1,2 tỷ","Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110512992.htm
"4,5 tỷ","Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",60 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/103599310.htm
"5,3 tỷ","Bến Lội, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",55 m²,6 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/108125845.htm
"2,3 tỷ","214/41E Bùi Đình Túy, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",23 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110518199.htm
"9,8 tỷ","Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",80 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/109511268.htm
"6,7 tỷ","Đường Lê Văn Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",60 m²,3 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110812018.htm
15 tỷ,"Đường Hoàng Diệu 2, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",140 m²,1 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110812022.htm
"14,3 tỷ","Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",85 m²,nhiều hơn 10 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/109673111.htm
"3,3 tỷ","Võ Văn Tần, Phường 9, Quận 3, Tp Hồ Chí Minh",60 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110066323.htm
600 triệu,"Đối diện 200/29, Đường Lê Văn Việt, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",24 m²,1 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110694291.htm#px=SR-special_display_ad-[PO-19][PL-default]
"4,25 tỷ","270/7 Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",50 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/97792327.htm#px=SR-special_display_ad-[PO-18][PL-default]
6 tỷ,"ĐƯỜNG SỐ 2, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",52 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110812009.htm#px=SR-special_display_ad-[PO-1][PL-default]
980 triệu,"Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",28 m²,4 phòng,2,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/107824037.htm
"4,1 tỷ","Lê Văn Sỹ, Phường 13, Quận 3, Tp Hồ Chí Minh",49 m²,4 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/109875188.htm
11 tỷ,"96, Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",84 m²,5 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110811998.htm
"8,9 tỷ","Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",108 m²,5 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110353248.htm
"4,2 tỷ","Đường Số 11, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",31 m²,6 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/106530187.htm
865 triệu,"Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh",58 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110213652.htm
890 triệu,"Đường số 19, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110811972.htm
"10,5 tỷ","Vành Đai Trong, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",108 m²,4 phòng,3,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110811961.htm
"7,3 tỷ","Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",68 m²,4 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110782130.htm
"12,7 tỷ","Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",126 m²,2 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110378797.htm
"9,45 tỷ","Bàu Cát 1, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",72 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110778644.htm
"3,29 tỷ","Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",69 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110670529.htm
"4,5 tỷ","Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",68 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110811947.htm
"4,02 tỷ","Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",52.5 m²,3 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110811942.htm
"5,3 tỷ","Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",73 m²,4 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110811950.htm#px=SR-special_display_ad-[PO-14][PL-default]
"2,895 tỷ","Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",51.2 m²,5 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-11-tp-ho-chi-minh/106321541.htm
"6,3 tỷ","Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",92 m²,4 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110390458.htm
"5,6 tỷ","Đường An Dương Vương, Phường 10, Quận 6, Tp Hồ Chí Minh",56 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-6-tp-ho-chi-minh/88803740.htm
"4,25 tỷ","Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",53.3 m²,5 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/106546438.htm
"4,6 tỷ","Đường Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh",45 m²,5 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/101063857.htm
"2,52 tỷ","Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",32 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/107815400.htm
"5,67 tỷ","Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",54 m²,4 phòng,,Nhà phố liền kề,,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110702670.htm
730 triệu,"Đường Hiệp Thành 12, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12 m²,1 phòng,2,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/101555400.htm
"5,8 tỷ","Đường số 10, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",80 m²,4 phòng,3,Nhà phố liền kề,,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110327727.htm#px=SR-special_display_ad-[PO-4][PL-default]
"2,1 tỷ","Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",28 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110688573.htm
"4,2 tỷ","12/5, 5D, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",58 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109003694.htm
"2,95 tỷ","Đường Man Thiện, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",30 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110568087.htm#px=SR-special_display_ad-[PO-7][PL-default]
"4,98 tỷ","26/23, Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",48.8 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109846334.htm
"3,8 tỷ","Đặng Văn Bi, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",85 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110719306.htm#px=SR-special_display_ad-[PO-9][PL-default]
"1,25 tỷ","Đường Liên Ấp 2-3-4, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",36 m²,2 phòng,1,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/108247753.htm
"3,95 tỷ","NGUYỄN TIỂU LA, Phường 8, Quận 10, Tp Hồ Chí Minh",28 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110811890.htm
"2,9 tỷ","139/109, Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",31 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110429422.htm
"2,25 tỷ","Đường Đông Thạnh 3-1, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",72 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/106175149.htm
1 tỷ,"579/28, Quận 8, Phường 5, Quận 8, Tp Hồ Chí Minh",17 m²,1 phòng,1,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110811879.htm
"3,19 tỷ","Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",42 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-6-tp-ho-chi-minh/110335357.htm#px=SR-special_display_ad-[PO-16][PL-default]
"3,2 tỷ","48/5A, Liên Khu 2-5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",40 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109806563.htm
17 tỷ,"MT, Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",64 m²,6 phòng,5,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110676838.htm
"2,67 tỷ","Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",63 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110681875.htm
"11,5 tỷ","839/25 Lê Văn Lương . Đối diện tòa nhà Kenton ., Lê Văn Lương ., Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",102 m²,3 phòng,3,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110008947.htm
9 tỷ,"Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",101.22 m²,3 phòng,,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108982002.htm
"2,5 tỷ","Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",100 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/109978546.htm
21 tỷ,"Đường Võ Văn Ngân, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",80 m²,1 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110811870.htm
5 tỷ,"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",45 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110811869.htm
"18,5 tỷ","Đại Lộ 3, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",154 m²,4 phòng,3,Nhà biệt thự,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110691542.htm#px=SR-special_display_ad-[PO-5][PL-default]
"4,4 tỷ","Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh",40 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110557129.htm
"2,55 tỷ","Phạm Thế Hiển, Phường 4, Quận 8, Tp Hồ Chí Minh",20 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/108036151.htm
"3,89 tỷ","Đường Võ Thị Sáu, Phường 3, Quận 3, Tp Hồ Chí Minh",60 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110811851.htm
910 triệu,"phạm văn hai, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110811843.htm
"1,2 tỷ","Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",80 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/109751427.htm
870 triệu,"Hẻm 551/149 Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",21 m²,2 phòng,2,,Đang chờ sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/102947156.htm
"3,65 tỷ","Quốc lộ 22, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",81 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/110811832.htm
"1,4 tỷ","Đường 6A, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",44 m²,2 phòng,2,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/110811831.htm#px=SR-special_display_ad-[PO-12][PL-default]
